sent_id_1,sent_id_2,similarity
51,51,1.0000000000000002
51,54,0.0026327580804123034
51,29,0.002281716582289574
51,42,0.002689268386444267
51,3,0.002281716582289574
51,30,0.0026327580804123034
51,34,0.002281716582289574
51,59,0.0026327580804123034
51,22,1.0000000000000002
51,28,0.002689268386444267
51,16,0.0339856637897798
51,35,0.0026327580804123034
51,52,0.002689268386444267
51,0,0.0339856637897798
51,47,0.002689268386444267
51,43,0.002281716582289574
51,31,0.0339856637897798
51,18,0.002689268386444267
51,27,1.0000000000000002
51,17,1.0000000000000002
51,26,0.0339856637897798
51,46,1.0000000000000002
51,19,0.002281716582289574
51,23,0.002689268386444267
51,41,1.0000000000000002
51,55,0.0339856637897798
51,40,0.0026327580804123034
51,38,0.002689268386444267
51,25,0.0026327580804123034
51,44,0.0026327580804123034
51,53,0.002281716582289574
51,58,0.002281716582289574
51,33,0.002689268386444267
51,48,0.002281716582289574
51,24,0.002281716582289574
51,32,1.0000000000000002
51,1,1.0000000000000002
51,20,0.0026327580804123034
51,56,1.0000000000000002
51,36,0.0339856637897798
51,37,1.0000000000000002
51,49,0.0026327580804123034
51,4,0.0026327580804123034
51,39,0.002281716582289574
51,21,0.0339856637897798
51,2,0.002689268386444267
51,50,0.0339856637897798
51,45,0.0339856637897798
51,57,0.002689268386444267
54,51,0.0026327580804123034
54,54,1
54,29,0.005576085331458103
54,42,0.006572065136573032
54,3,0.005576085331458103
54,30,1
54,34,0.005576085331458103
54,59,1
54,22,0.0026327580804123034
54,28,0.006572065136573032
54,16,0.0024984848797354087
54,35,1
54,52,0.006572065136573032
54,0,0.0024984848797354087
54,47,0.006572065136573032
54,43,0.005576085331458103
54,31,0.0024984848797354087
54,18,0.006572065136573032
54,27,0.0026327580804123034
54,17,0.0026327580804123034
54,26,0.0024984848797354087
54,46,0.0026327580804123034
54,19,0.005576085331458103
54,23,0.006572065136573032
54,41,0.0026327580804123034
54,55,0.0024984848797354087
54,40,1
54,38,0.006572065136573032
54,25,1
54,44,1
54,53,0.005576085331458103
54,58,0.005576085331458103
54,33,0.006572065136573032
54,48,0.005576085331458103
54,24,0.005576085331458103
54,32,0.0026327580804123034
54,1,0.0026327580804123034
54,20,1
54,56,0.0026327580804123034
54,36,0.0024984848797354087
54,37,0.0026327580804123034
54,49,1
54,4,1
54,39,0.005576085331458103
54,21,0.0024984848797354087
54,2,0.006572065136573032
54,50,0.0024984848797354087
54,45,0.0024984848797354087
54,57,0.006572065136573032
29,51,0.002281716582289574
29,54,0.005576085331458103
29,29,1
29,42,0.04773990861688518
29,3,1
29,30,0.005576085331458103
29,34,1
29,59,0.005576085331458103
29,22,0.002281716582289574
29,28,0.04773990861688518
29,16,0.002165346836500554
29,35,0.005576085331458103
29,52,0.04773990861688518
29,0,0.002165346836500554
29,47,0.04773990861688518
29,43,1
29,31,0.002165346836500554
29,18,0.04773990861688518
29,27,0.002281716582289574
29,17,0.002281716582289574
29,26,0.002165346836500554
29,46,0.002281716582289574
29,19,1
29,23,0.04773990861688518
29,41,0.002281716582289574
29,55,0.002165346836500554
29,40,0.005576085331458103
29,38,0.04773990861688518
29,25,0.005576085331458103
29,44,0.005576085331458103
29,53,1
29,58,1
29,33,0.04773990861688518
29,48,1
29,24,1
29,32,0.002281716582289574
29,1,0.002281716582289574
29,20,0.005576085331458103
29,56,0.002281716582289574
29,36,0.002165346836500554
29,37,0.002281716582289574
29,49,0.005576085331458103
29,4,0.005576085331458103
29,39,1
29,21,0.002165346836500554
29,2,0.04773990861688518
29,50,0.002165346836500554
29,45,0.002165346836500554
29,57,0.04773990861688518
42,51,0.002689268386444267
42,54,0.006572065136573032
42,29,0.04773990861688518
42,42,1.0000000000000002
42,3,0.04773990861688518
42,30,0.006572065136573032
42,34,0.04773990861688518
42,59,0.006572065136573032
42,22,0.002689268386444267
42,28,1.0000000000000002
42,16,0.040441545709846635
42,35,0.006572065136573032
42,52,1.0000000000000002
42,0,0.040441545709846635
42,47,1.0000000000000002
42,43,0.04773990861688518
42,31,0.040441545709846635
42,18,1.0000000000000002
42,27,0.002689268386444267
42,17,0.002689268386444267
42,26,0.040441545709846635
42,46,0.002689268386444267
42,19,0.04773990861688518
42,23,1.0000000000000002
42,41,0.002689268386444267
42,55,0.040441545709846635
42,40,0.006572065136573032
42,38,1.0000000000000002
42,25,0.006572065136573032
42,44,0.006572065136573032
42,53,0.04773990861688518
42,58,0.04773990861688518
42,33,1.0000000000000002
42,48,0.04773990861688518
42,24,0.04773990861688518
42,32,0.002689268386444267
42,1,0.002689268386444267
42,20,0.006572065136573032
42,56,0.002689268386444267
42,36,0.040441545709846635
42,37,0.002689268386444267
42,49,0.006572065136573032
42,4,0.006572065136573032
42,39,0.04773990861688518
42,21,0.040441545709846635
42,2,1.0000000000000002
42,50,0.040441545709846635
42,45,0.040441545709846635
42,57,1.0000000000000002
3,51,0.002281716582289574
3,54,0.005576085331458103
3,29,1
3,42,0.04773990861688518
3,3,1
3,30,0.005576085331458103
3,34,1
3,59,0.005576085331458103
3,22,0.002281716582289574
3,28,0.04773990861688518
3,16,0.002165346836500554
3,35,0.005576085331458103
3,52,0.04773990861688518
3,0,0.002165346836500554
3,47,0.04773990861688518
3,43,1
3,31,0.002165346836500554
3,18,0.04773990861688518
3,27,0.002281716582289574
3,17,0.002281716582289574
3,26,0.002165346836500554
3,46,0.002281716582289574
3,19,1
3,23,0.04773990861688518
3,41,0.002281716582289574
3,55,0.002165346836500554
3,40,0.005576085331458103
3,38,0.04773990861688518
3,25,0.005576085331458103
3,44,0.005576085331458103
3,53,1
3,58,1
3,33,0.04773990861688518
3,48,1
3,24,1
3,32,0.002281716582289574
3,1,0.002281716582289574
3,20,0.005576085331458103
3,56,0.002281716582289574
3,36,0.002165346836500554
3,37,0.002281716582289574
3,49,0.005576085331458103
3,4,0.005576085331458103
3,39,1
3,21,0.002165346836500554
3,2,0.04773990861688518
3,50,0.002165346836500554
3,45,0.002165346836500554
3,57,0.04773990861688518
30,51,0.0026327580804123034
30,54,1
30,29,0.005576085331458103
30,42,0.006572065136573032
30,3,0.005576085331458103
30,30,1
30,34,0.005576085331458103
30,59,1
30,22,0.0026327580804123034
30,28,0.006572065136573032
30,16,0.0024984848797354087
30,35,1
30,52,0.006572065136573032
30,0,0.0024984848797354087
30,47,0.006572065136573032
30,43,0.005576085331458103
30,31,0.0024984848797354087
30,18,0.006572065136573032
30,27,0.0026327580804123034
30,17,0.0026327580804123034
30,26,0.0024984848797354087
30,46,0.0026327580804123034
30,19,0.005576085331458103
30,23,0.006572065136573032
30,41,0.0026327580804123034
30,55,0.0024984848797354087
30,40,1
30,38,0.006572065136573032
30,25,1
30,44,1
30,53,0.005576085331458103
30,58,0.005576085331458103
30,33,0.006572065136573032
30,48,0.005576085331458103
30,24,0.005576085331458103
30,32,0.0026327580804123034
30,1,0.0026327580804123034
30,20,1
30,56,0.0026327580804123034
30,36,0.0024984848797354087
30,37,0.0026327580804123034
30,49,1
30,4,1
30,39,0.005576085331458103
30,21,0.0024984848797354087
30,2,0.006572065136573032
30,50,0.0024984848797354087
30,45,0.0024984848797354087
30,57,0.006572065136573032
34,51,0.002281716582289574
34,54,0.005576085331458103
34,29,1
34,42,0.04773990861688518
34,3,1
34,30,0.005576085331458103
34,34,1
34,59,0.005576085331458103
34,22,0.002281716582289574
34,28,0.04773990861688518
34,16,0.002165346836500554
34,35,0.005576085331458103
34,52,0.04773990861688518
34,0,0.002165346836500554
34,47,0.04773990861688518
34,43,1
34,31,0.002165346836500554
34,18,0.04773990861688518
34,27,0.002281716582289574
34,17,0.002281716582289574
